Member_number,itemDescription,year,month,day,day_of_week
3487,rolls/buns,2014,9,2,1
1399,beverages,2014,9,23,1
4561,pastry,2014,1,27,0
3571,pastry,2014,10,31,4
1830,citrus fruit,2014,7,6,6
1426,beef,2014,11,18,1
2851,other vegetables,2014,11,4,1
2709,whole milk,2014,2,4,1
1741,rolls/buns,2014,8,10,6
1888,yogurt,2014,9,5,4
3500,specialty chocolate,2014,11,20,3
1136,rolls/buns,2014,4,6,6
4297,beverages,2014,3,10,0
2464,berries,2014,10,21,1
3711,cat food,2014,5,20,1
2508,meat,2014,9,21,6
2901,processed cheese,2014,10,7,1
1142,rolls/buns,2014,10,12,6
1564,root vegetables,2014,11,15,5
4791,sausage,2014,4,2,2
1150,pip fruit,2014,8,29,4
1499,root vegetables,2014,11,5,2
3278,dish cleaner,2014,3,13,3
1038,margarine,2014,1,28,1
3225,tropical fruit,2014,7,23,2
1728,rolls/buns,2014,6,22,6
3361,pork,2014,12,24,2
1349,curd,2014,12,13,5
3315,rolls/buns,2014,9,25,3
1897,candles,2014,7,15,1
2883,hamburger meat,2014,9,5,4
4341,other vegetables,2014,12,2,1
4933,yogurt,2014,4,21,0
4926,rolls/buns,2014,11,20,3
4256,processed cheese,2014,3,2,6
1450,canned beer,2014,5,20,1
4369,butter milk,2014,5,8,3
3266,pork,2014,12,14,6
2287,flour,2014,4,5,5
4444,bottled water,2014,9,7,6
1860,soda,2014,7,26,5
2854,rolls/buns,2014,6,19,3
1929,rolls/buns,2014,4,14,0
3105,butter,2014,12,4,3
1628,pastry,2014,10,25,5
4077,coffee,2014,1,31,4
3864,bottled water,2014,3,26,2
2024,margarine,2014,5,17,5
4635,yogurt,2014,10,17,4
2996,coffee,2014,4,29,1
4823,root vegetables,2014,6,4,2
2253,root vegetables,2014,12,16,1
4527,brown bread,2014,2,1,5
4692,citrus fruit,2014,8,29,4
5000,fruit/vegetable juice,2014,9,3,2
1736,butter,2014,11,3,0
2702,bottled water,2014,12,11,3
2065,soda,2014,1,28,1
1361,rolls/buns,2014,3,9,6
4721,fruit/vegetable juice,2014,1,26,6
3529,fruit/vegetable juice,2014,1,23,3
1052,soda,2014,5,12,0
2178,beef,2014,1,26,6
4883,UHT-milk,2014,12,26,4
1899,soda,2014,7,2,2
4679,beef,2014,2,2,6
2115,canned beer,2014,9,19,4
4418,whole milk,2014,12,9,1
4479,rolls/buns,2014,11,25,1
2048,whole milk,2014,11,24,0
1083,hamburger meat,2014,11,15,5
3725,root vegetables,2014,9,20,5
2481,tropical fruit,2014,7,8,1
1133,yogurt,2014,3,8,5
4464,other vegetables,2014,5,19,0
1591,root vegetables,2014,12,19,4
1964,shopping bags,2014,8,30,5
4594,chocolate,2014,11,28,4
1087,ham,2014,10,13,0
1664,pork,2014,6,10,1
2233,frozen fish,2014,10,29,2
4300,citrus fruit,2014,1,10,4
1955,rolls/buns,2014,11,16,6
3215,rolls/buns,2014,2,26,2
1407,whole milk,2014,3,11,1
2401,other vegetables,2014,2,28,4
4771,meat,2014,2,11,1
1776,margarine,2014,4,28,0
2185,other vegetables,2014,4,9,2
3465,tropical fruit,2014,9,30,1
4780,root vegetables,2014,8,14,3
1798,yogurt,2014,4,7,0
4148,domestic eggs,2014,6,26,3
2008,root vegetables,2014,3,17,0
4487,spread cheese,2014,8,18,0
4962,hygiene articles,2014,6,6,4
2411,herbs,2014,3,24,0
1879,chocolate,2014,2,10,0
1419,cat food,2014,10,21,1
3063,frozen vegetables,2014,8,2,5
1483,pastry,2014,3,1,5
2329,misc. beverages,2014,5,28,2
2524,tea,2014,8,22,4
2239,curd,2014,1,12,6
3668,pip fruit,2014,5,9,4
2340,whole milk,2014,8,4,0
4464,candy,2014,8,26,1
3737,soda,2014,6,4,2
3538,waffles,2014,1,2,3
1772,yogurt,2014,11,13,3
2451,candy,2014,2,8,5
3966,root vegetables,2014,6,19,3
4135,whole milk,2014,11,5,2
2747,yogurt,2014,9,24,2
1013,tropical fruit,2014,3,26,2
1356,onions,2014,12,19,4
4836,whipped/sour cream,2014,1,13,0
1784,ham,2014,5,9,4
2950,liquor,2014,4,28,0
2602,cream cheese ,2014,1,20,0
1087,whole milk,2014,4,20,6
3111,oil,2014,1,6,0
2831,pip fruit,2014,5,18,6
3428,brown bread,2014,10,21,1
3232,whole milk,2014,12,11,3
4983,yogurt,2014,12,13,5
4548,sliced cheese,2014,3,17,0
4388,frozen fish,2014,8,16,5
2315,tea,2014,10,27,0
3320,whipped/sour cream,2014,2,19,2
2589,whole milk,2014,3,31,0
2376,rolls/buns,2014,8,11,0
2802,whole milk,2014,12,15,0
4771,coffee,2014,6,3,1
4917,pastry,2014,2,12,2
3578,oil,2014,10,9,3
2532,rolls/buns,2014,9,21,6
2091,photo/film,2014,1,18,5
1661,pip fruit,2014,1,21,1
3517,yogurt,2014,10,24,4
4138,beef,2014,8,24,6
1312,pip fruit,2014,2,9,6
4678,citrus fruit,2014,3,13,3
1040,root vegetables,2014,10,24,4
4094,canned beer,2014,10,21,1
4584,citrus fruit,2014,8,29,4
1696,domestic eggs,2014,8,23,5
1553,yogurt,2014,7,23,2
4272,domestic eggs,2014,10,5,6
4066,zwieback,2014,7,8,1
1602,yogurt,2014,3,15,5
2595,tropical fruit,2014,8,18,0
2440,coffee,2014,6,22,6
1764,honey,2014,3,1,5
4505,other vegetables,2014,6,24,1
2643,spread cheese,2014,12,12,4
2907,sausage,2014,10,15,2
2479,soda,2014,11,18,1
4071,beverages,2014,12,16,1
4939,beef,2014,8,1,4
3756,napkins,2014,11,15,5
4024,white bread,2014,3,30,6
4132,whole milk,2014,4,11,4
3256,pork,2014,10,17,4
2396,pip fruit,2014,10,5,6
2471,other vegetables,2014,12,8,0
1248,tropical fruit,2014,8,14,3
3957,rolls/buns,2014,3,10,0
4347,citrus fruit,2014,9,7,6
3840,butter,2014,11,1,5
3864,other vegetables,2014,12,30,1
3918,tropical fruit,2014,6,12,3
3539,white wine,2014,8,27,2
4676,domestic eggs,2014,11,13,3
1589,dessert,2014,11,1,5
4415,pip fruit,2014,7,14,0
1597,other vegetables,2014,12,23,1
2743,beef,2014,12,5,4
3646,newspapers,2014,5,26,0
2796,other vegetables,2014,4,18,4
4638,nuts/prunes,2014,3,11,1
2501,other vegetables,2014,5,6,1
3082,tropical fruit,2014,7,9,2
3942,white wine,2014,7,3,3
1602,ice cream,2014,2,8,5
4668,chicken,2014,4,5,5
4661,whipped/sour cream,2014,5,30,4
1889,root vegetables,2014,11,16,6
1097,hard cheese,2014,11,26,2
3033,other vegetables,2014,9,25,3
2251,citrus fruit,2014,6,2,0
4957,misc. beverages,2014,5,15,3
2751,frozen meals,2014,4,6,6
2141,yogurt,2014,2,23,6
3667,fruit/vegetable juice,2014,4,15,1
2531,herbs,2014,8,24,6
1785,curd,2014,5,25,6
3330,tropical fruit,2014,8,19,1
2048,rolls/buns,2014,12,17,2
3337,citrus fruit,2014,8,19,1
3749,pip fruit,2014,10,12,6
4190,soda,2014,12,30,1
1136,root vegetables,2014,7,15,1
4797,citrus fruit,2014,11,2,6
1224,UHT-milk,2014,8,31,6
3903,butter,2014,4,16,2
1803,citrus fruit,2014,10,25,5
2056,citrus fruit,2014,12,26,4
1852,soda,2014,7,14,0
4962,whole milk,2014,10,17,4
4183,other vegetables,2014,3,26,2
2673,root vegetables,2014,4,23,2
4348,citrus fruit,2014,6,8,6
2629,whole milk,2014,5,26,0
1256,sugar,2014,10,14,1
1051,hamburger meat,2014,1,13,0
4014,other vegetables,2014,7,31,3
4078,ham,2014,11,1,5
3962,white bread,2014,12,13,5
3182,beef,2014,2,19,2
1013,mustard,2014,3,28,4
1913,rolls/buns,2014,12,14,6
2694,rolls/buns,2014,9,10,2
2952,sugar,2014,9,24,2
2849,pip fruit,2014,5,28,2
2608,pastry,2014,10,17,4
1966,rolls/buns,2014,9,23,1
2361,hard cheese,2014,12,15,0
4469,root vegetables,2014,11,29,5
4910,soda,2014,11,27,3
1526,yogurt,2014,7,13,6
2772,rolls/buns,2014,7,11,4
2059,whole milk,2014,7,9,2
1793,beef,2014,8,25,0
4753,whole milk,2014,1,12,6
4915,yogurt,2014,11,1,5
1281,rolls/buns,2014,7,28,0
3262,pip fruit,2014,4,16,2
4391,canned fish,2014,1,23,3
4751,soft cheese,2014,11,29,5
4643,other vegetables,2014,9,3,2
4015,hamburger meat,2014,12,18,3
3561,other vegetables,2014,12,28,6
1018,curd,2014,1,10,4
1065,hamburger meat,2014,1,23,3
4779,pip fruit,2014,7,5,5
4615,whole milk,2014,10,29,2
4522,other vegetables,2014,5,27,1
2207,rolls/buns,2014,9,4,3
3866,onions,2014,8,19,1
2530,bottled water,2014,10,30,3
1189,tropical fruit,2014,2,23,6
4499,soda,2014,6,25,2
4828,frozen vegetables,2014,8,26,1
1738,brown bread,2014,7,15,1
1587,rolls/buns,2014,5,15,3
4206,frozen vegetables,2014,11,27,3
3118,other vegetables,2014,7,11,4
4462,chewing gum,2014,3,28,4
2872,liquor (appetizer),2014,6,8,6
1791,pork,2014,5,8,3
2809,bottled beer,2014,1,4,5
2568,canned beer,2014,12,22,0
3758,grapes,2014,7,16,2
4237,pork,2014,5,20,1
4779,citrus fruit,2014,6,15,6
3575,butter milk,2014,11,16,6
2097,rolls/buns,2014,9,28,6
3573,herbs,2014,10,13,0
2425,rolls/buns,2014,11,11,1
1115,other vegetables,2014,3,8,5
3518,candy,2014,10,8,2
3073,fruit/vegetable juice,2014,6,7,5
1654,whole milk,2014,7,6,6
2343,white bread,2014,6,4,2
4499,fruit/vegetable juice,2014,12,20,5
3910,newspapers,2014,12,30,1
3893,salty snack,2014,8,1,4
2713,coffee,2014,7,11,4
4510,citrus fruit,2014,12,3,2
1466,root vegetables,2014,4,25,4
4636,soda,2014,7,28,0
1554,pip fruit,2014,5,23,4
3039,finished products,2014,8,20,2
4124,fruit/vegetable juice,2014,5,31,5
1533,cream cheese ,2014,3,15,5
4110,domestic eggs,2014,3,12,2
3042,other vegetables,2014,9,14,6
4915,other vegetables,2014,6,28,5
3271,soda,2014,11,20,3
1245,coffee,2014,9,27,5
4915,sausage,2014,2,20,3
4062,yogurt,2014,11,27,3
3687,rolls/buns,2014,1,10,4
3020,rolls/buns,2014,6,13,4
2388,pork,2014,2,20,3
3896,newspapers,2014,11,7,4
1453,citrus fruit,2014,3,13,3
1294,hygiene articles,2014,5,7,2
3034,sausage,2014,6,10,1
1707,bottled beer,2014,12,22,0
1676,other vegetables,2014,5,15,3
1652,root vegetables,2014,3,15,5
1573,pastry,2014,5,18,6
3712,male cosmetics,2014,8,14,3
3045,turkey,2014,6,15,6
1827,soda,2014,1,9,3
4860,pastry,2014,1,13,0
4353,tropical fruit,2014,12,7,6
4782,whole milk,2014,12,10,2
1687,chicken,2014,7,31,3
1421,beverages,2014,12,26,4
1110,bottled water,2014,10,13,0
2838,liver loaf,2014,4,28,0
3347,soda,2014,11,21,4
1159,frozen vegetables,2014,6,2,0
1309,curd,2014,10,8,2
3573,yogurt,2014,8,26,1
4673,whole milk,2014,8,20,2
2898,rolls/buns,2014,7,1,1
2820,tropical fruit,2014,11,24,0
4250,yogurt,2014,1,17,4
3909,root vegetables,2014,8,13,2
1289,root vegetables,2014,9,8,0
4561,tropical fruit,2014,4,9,2
1618,canned fruit,2014,3,4,1
4987,other vegetables,2014,12,4,3
1053,waffles,2014,5,16,4
1829,brown bread,2014,2,26,2
4601,sausage,2014,3,27,3
3101,frozen dessert,2014,2,9,6
4087,pork,2014,4,9,2
3276,sausage,2014,8,8,4
2901,beverages,2014,4,14,0
1332,condensed milk,2014,4,18,4
3368,rolls/buns,2014,8,21,3
4450,beef,2014,1,2,3
2843,rolls/buns,2014,4,14,0
3512,other vegetables,2014,1,19,6
2380,long life bakery product,2014,5,21,2
2371,UHT-milk,2014,5,22,3
1065,tropical fruit,2014,5,11,6
1969,pork,2014,10,2,3
2308,yogurt,2014,4,13,6
2350,rolls/buns,2014,5,30,4
1493,root vegetables,2014,1,28,1
4036,pastry,2014,3,8,5
3293,nuts/prunes,2014,1,19,6
4646,whole milk,2014,1,16,3
1163,white bread,2014,4,30,2
2273,tropical fruit,2014,8,14,3
3384,sugar,2014,7,23,2
4940,soda,2014,8,20,2
4528,cookware,2014,6,27,4
4367,shopping bags,2014,3,10,0
1283,butter,2014,9,2,1
2699,sliced cheese,2014,3,12,2
4483,other vegetables,2014,3,7,4
3841,specialty cheese,2014,1,8,2
4495,whole milk,2014,10,23,3
1565,chewing gum,2014,2,7,4
3961,tropical fruit,2014,12,18,3
2044,pip fruit,2014,11,26,2
2961,pastry,2014,3,14,4
2857,meat,2014,5,30,4
1797,hard cheese,2014,7,31,3
1912,misc. beverages,2014,10,19,6
3515,root vegetables,2014,6,9,0
1052,soda,2014,10,13,0
4888,onions,2014,4,6,6
2925,male cosmetics,2014,1,4,5
4145,onions,2014,5,17,5
1028,soda,2014,10,11,5
3779,ham,2014,10,27,0
3890,newspapers,2014,1,20,0
3608,waffles,2014,11,16,6
2828,meat,2014,1,2,3
1110,soda,2014,11,12,2
2811,chocolate,2014,7,22,1
1859,soda,2014,1,14,1
1783,bottled water,2014,12,5,4
2272,whole milk,2014,5,6,1
3159,other vegetables,2014,7,23,2
4846,pot plants,2014,4,12,5
2314,whipped/sour cream,2014,7,28,0
2646,napkins,2014,10,23,3
2443,seasonal products,2014,4,2,2
4979,brown bread,2014,11,18,1
3176,bottled water,2014,10,7,1
3641,root vegetables,2014,1,2,3
3560,soft cheese,2014,11,26,2
2956,rolls/buns,2014,3,5,2
4009,canned fish,2014,9,18,3
4597,finished products,2014,7,17,3
2438,tropical fruit,2014,5,25,6
1189,bottled beer,2014,4,7,0
4527,newspapers,2014,3,22,5
2731,whole milk,2014,8,27,2
1863,bottled beer,2014,1,6,0
3532,whole milk,2014,8,17,6
3309,beef,2014,3,19,2
1535,napkins,2014,8,6,2
2764,tropical fruit,2014,3,30,6
4140,brown bread,2014,1,29,2
2363,white bread,2014,3,12,2
2496,zwieback,2014,11,26,2
2814,root vegetables,2014,12,15,0
1100,whole milk,2014,12,18,3
2005,brown bread,2014,11,22,5
2673,yogurt,2014,12,16,1
3876,domestic eggs,2014,10,12,6
3483,citrus fruit,2014,10,19,6
4130,liquor,2014,3,8,5
2528,candy,2014,3,15,5
4153,root vegetables,2014,7,27,6
4407,soda,2014,12,25,3
2907,citrus fruit,2014,4,17,3
3541,rolls/buns,2014,3,18,1
2882,sliced cheese,2014,12,12,4
3507,photo/film,2014,2,13,3
3104,dessert,2014,10,22,2
1286,bottled beer,2014,7,19,5
3756,yogurt,2014,3,11,1
2242,frozen vegetables,2014,1,12,6
4481,frozen meals,2014,11,8,5
4910,frozen meals,2014,2,26,2
1287,canned fruit,2014,7,8,1
3067,frozen potato products,2014,11,17,0
1204,root vegetables,2014,5,18,6
4318,pastry,2014,3,27,3
3218,cereals,2014,11,6,3
2772,soda,2014,8,19,1
3823,whole milk,2014,10,12,6
1325,napkins,2014,4,30,2
1211,specialty bar,2014,12,13,5
1613,tropical fruit,2014,1,17,4
3706,frozen potato products,2014,11,17,0
3435,other vegetables,2014,1,22,2
1828,canned beer,2014,12,6,5
4204,curd,2014,11,11,1
1004,canned beer,2014,1,7,1
1520,beef,2014,3,6,3
3031,whole milk,2014,1,12,6
2450,salt,2014,7,31,3
1878,root vegetables,2014,2,1,5
3012,whole milk,2014,7,24,3
3484,pip fruit,2014,6,8,6
1908,misc. beverages,2014,5,30,4
4126,coffee,2014,10,18,5
3359,shopping bags,2014,7,6,6
2747,whole milk,2014,9,17,2
2467,onions,2014,11,30,6
4993,onions,2014,8,15,4
1738,whole milk,2014,10,8,2
2755,salty snack,2014,10,30,3
3035,misc. beverages,2014,2,21,4
4267,rolls/buns,2014,12,11,3
1907,hamburger meat,2014,4,20,6
3568,bottled beer,2014,8,14,3
1798,beverages,2014,5,29,3
3289,hard cheese,2014,2,2,6
4853,misc. beverages,2014,7,20,6
2144,pork,2014,5,13,1
2079,turkey,2014,8,26,1
3689,pastry,2014,10,9,3
4913,rolls/buns,2014,6,11,2
3830,margarine,2014,1,4,5
2829,pork,2014,7,7,0
4138,salty snack,2014,7,10,3
3484,UHT-milk,2014,11,19,2
2413,yogurt,2014,9,16,1
2164,pork,2014,9,30,1
3393,whole milk,2014,2,7,4
4325,ice cream,2014,3,3,0
1205,whole milk,2014,4,30,2
4793,pork,2014,12,14,6
4194,root vegetables,2014,2,23,6
2018,tropical fruit,2014,5,2,4
1881,soda,2014,8,18,0
3967,hard cheese,2014,1,23,3
4305,whole milk,2014,3,12,2
2637,whole milk,2014,6,18,2
2631,frozen vegetables,2014,2,20,3
1630,whole milk,2014,10,22,2
4860,bottled water,2014,5,30,4
2014,dessert,2014,7,6,6
1197,pip fruit,2014,3,19,2
1572,bottled beer,2014,3,31,0
1833,other vegetables,2014,10,20,0
3737,other vegetables,2014,5,9,4
3860,rolls/buns,2014,6,10,1
1954,hamburger meat,2014,8,16,5
1923,meat,2014,2,2,6
1052,beef,2014,4,1,1
2773,female sanitary products,2014,5,30,4
2070,skin care,2014,4,13,6
2632,other vegetables,2014,10,12,6
4999,other vegetables,2014,5,19,0
3158,citrus fruit,2014,4,10,3
3763,tropical fruit,2014,7,15,1
1740,tropical fruit,2014,7,26,5
3548,tropical fruit,2014,3,13,3
2404,soda,2014,10,22,2
2258,soda,2014,10,19,6
2795,root vegetables,2014,3,19,2
1270,cake bar,2014,12,7,6
4803,root vegetables,2014,12,1,0
1542,hamburger meat,2014,8,12,1
4929,beef,2014,8,5,1
4620,root vegetables,2014,3,16,6
2836,meat,2014,6,11,2
1692,chewing gum,2014,12,6,5
4563,root vegetables,2014,5,20,1
4210,tropical fruit,2014,3,17,0
1971,white wine,2014,5,28,2
1280,butter milk,2014,4,13,6
2632,beef,2014,6,22,6
3430,tropical fruit,2014,12,8,0
3554,white bread,2014,1,15,2
1924,root vegetables,2014,11,22,5
1064,cream cheese ,2014,4,21,0
3208,fruit/vegetable juice,2014,2,12,2
1895,other vegetables,2014,6,4,2
1865,onions,2014,2,17,0
4316,whole milk,2014,4,8,1
3411,other vegetables,2014,2,5,2
4855,whole milk,2014,8,27,2
3782,pip fruit,2014,1,15,2
4394,curd,2014,11,13,3
2112,soda,2014,3,6,3
3768,dessert,2014,6,1,6
1109,curd,2014,10,14,1
3850,frozen vegetables,2014,6,14,5
1466,root vegetables,2014,5,24,5
3785,other vegetables,2014,12,7,6
3116,ham,2014,5,22,3
3705,frozen meals,2014,5,18,6
4916,grapes,2014,11,1,5
3467,beef,2014,10,20,0
2523,pip fruit,2014,11,10,0
2916,whole milk,2014,12,8,0
3675,pork,2014,11,15,5
1206,tropical fruit,2014,3,2,6
1621,sugar,2014,8,28,3
2629,tropical fruit,2014,9,7,6
2712,rolls/buns,2014,8,15,4
2486,curd,2014,4,19,5
3166,other vegetables,2014,3,5,2
3120,beef,2014,2,1,5
4060,other vegetables,2014,1,10,4
4443,frozen meals,2014,10,19,6
2180,other vegetables,2014,9,27,5
2552,pot plants,2014,11,7,4
4022,roll products ,2014,10,7,1
2617,root vegetables,2014,12,8,0
2937,sausage,2014,4,24,3
3516,long life bakery product,2014,9,9,1
3582,tropical fruit,2014,6,16,0
2022,curd cheese,2014,3,28,4
2345,whipped/sour cream,2014,9,6,5
2837,brandy,2014,5,11,6
3715,whole milk,2014,4,4,4
3010,pork,2014,6,13,4
2428,yogurt,2014,11,2,6
4512,root vegetables,2014,12,8,0
1194,whole milk,2014,1,16,3
2492,soft cheese,2014,3,14,4
3732,butter,2014,7,14,0
1653,citrus fruit,2014,12,20,5
3117,cat food,2014,3,19,2
1506,cat food,2014,12,25,3
3110,processed cheese,2014,7,23,2
2274,pork,2014,2,22,5
3074,processed cheese,2014,3,11,1
4969,other vegetables,2014,9,9,1
2546,fish,2014,4,6,6
4434,domestic eggs,2014,1,30,3
2931,pip fruit,2014,5,7,2
1329,canned beer,2014,1,29,2
3797,semi-finished bread,2014,7,9,2
1525,sausage,2014,7,13,6
3704,other vegetables,2014,3,12,2
3221,soft cheese,2014,7,28,0
1118,bottled beer,2014,2,3,0
4891,specialty bar,2014,2,6,3
2716,yogurt,2014,3,9,6
1083,specialty chocolate,2014,7,15,1
1345,soda,2014,8,4,0
3122,other vegetables,2014,4,16,2
2306,cream cheese ,2014,3,17,0
1410,specialty chocolate,2014,6,26,3
2956,soda,2014,7,22,1
4389,chicken,2014,4,22,1
4946,bottled beer,2014,4,24,3
3893,pip fruit,2014,5,19,0
3401,pip fruit,2014,3,17,0
3082,pip fruit,2014,7,7,0
2437,soda,2014,6,7,5
3909,specialty bar,2014,11,16,6
3207,bottled water,2014,6,12,3
4526,UHT-milk,2014,12,19,4
1288,citrus fruit,2014,9,28,6
1013,hard cheese,2014,1,17,4
1615,herbs,2014,7,6,6
3956,domestic eggs,2014,10,26,6
1868,ham,2014,3,19,2
2863,chocolate,2014,3,3,0
3052,ketchup,2014,10,26,6
2612,white bread,2014,2,6,3
4362,chewing gum,2014,1,22,2
4512,pip fruit,2014,5,28,2
4176,other vegetables,2014,11,6,3
1766,dessert,2014,4,15,1
4261,root vegetables,2014,5,29,3
4683,cling film/bags,2014,2,3,0
1443,tropical fruit,2014,8,25,0
1692,dessert,2014,7,26,5
2283,citrus fruit,2014,11,22,5
3562,butter,2014,12,17,2
1004,rolls/buns,2014,10,6,0
1405,other vegetables,2014,5,14,2
2141,rolls/buns,2014,4,24,3
2954,root vegetables,2014,7,17,3
2230,meat,2014,7,14,0
1765,meat,2014,12,6,5
4735,brown bread,2014,3,27,3
3603,other vegetables,2014,7,20,6
1774,other vegetables,2014,10,8,2
4018,specialty bar,2014,10,30,3
2437,bottled water,2014,2,25,1
2847,hamburger meat,2014,4,28,0
3832,condensed milk,2014,7,6,6
4433,whole milk,2014,10,19,6
2358,root vegetables,2014,6,26,3
2540,whole milk,2014,7,23,2
2298,domestic eggs,2014,12,4,3
4618,newspapers,2014,2,28,4
4667,canned beer,2014,5,3,5
4527,citrus fruit,2014,10,14,1
1521,whole milk,2014,11,9,6
3403,bottled water,2014,1,21,1
3831,tropical fruit,2014,3,29,5
3141,frozen vegetables,2014,4,1,1
2732,frozen fish,2014,4,3,3
3905,domestic eggs,2014,4,4,4
3100,UHT-milk,2014,4,16,2
1549,liver loaf,2014,7,17,3
3726,pip fruit,2014,3,9,6
1429,packaged fruit/vegetables,2014,10,19,6
2928,beef,2014,4,11,4
3482,root vegetables,2014,1,13,0
2410,chicken,2014,6,12,3
4448,UHT-milk,2014,11,12,2
3095,beef,2014,8,5,1
4445,rolls/buns,2014,4,25,4
3148,ham,2014,4,23,2
4746,sausage,2014,8,7,3
2814,whole milk,2014,10,6,0
4494,pork,2014,8,11,0
2631,whole milk,2014,9,29,0
3021,chicken,2014,11,15,5
1530,pastry,2014,5,9,4
4202,citrus fruit,2014,12,7,6
3931,margarine,2014,6,22,6
1644,salty snack,2014,7,13,6
3149,whipped/sour cream,2014,1,25,5
2122,berries,2014,6,4,2
3831,soda,2014,1,3,4
3583,other vegetables,2014,3,21,4
3848,soft cheese,2014,2,28,4
1264,tropical fruit,2014,11,12,2
2060,salty snack,2014,5,25,6
4116,root vegetables,2014,12,10,2
4727,other vegetables,2014,12,4,3
1692,other vegetables,2014,4,5,5
4370,other vegetables,2014,12,2,1
1355,curd,2014,3,29,5
2549,other vegetables,2014,8,20,2
2612,berries,2014,11,6,3
1094,hamburger meat,2014,11,12,2
2932,whole milk,2014,10,11,5
4402,meat,2014,9,10,2
3942,canned fish,2014,6,5,3
2644,sausage,2014,3,29,5
3116,frozen meals,2014,12,3,2
1188,butter milk,2014,4,7,0
1387,rolls/buns,2014,5,31,5
4468,onions,2014,12,3,2
1652,bottled beer,2014,6,12,3
1234,root vegetables,2014,3,16,6
3480,beverages,2014,8,31,6
3946,whole milk,2014,4,19,5
2784,berries,2014,10,8,2
3743,whole milk,2014,8,13,2
2313,other vegetables,2014,2,5,2
2746,hamburger meat,2014,1,17,4
4543,pastry,2014,11,5,2
1692,canned beer,2014,11,11,1
4163,other vegetables,2014,2,16,6
1379,bottled water,2014,9,21,6
1442,specialty bar,2014,1,10,4
3517,butter,2014,8,21,3
2177,yogurt,2014,6,29,6
2086,root vegetables,2014,8,1,4
1169,soda,2014,1,11,5
4113,other vegetables,2014,3,13,3
4807,onions,2014,3,4,1
3688,rice,2014,9,2,1
4252,ham,2014,12,25,3
1136,instant coffee,2014,5,25,6
3590,specialty bar,2014,10,31,4
3523,bottled water,2014,10,16,3
2801,dessert,2014,10,10,4
3264,root vegetables,2014,11,10,0
4033,soft cheese,2014,3,18,1
4944,meat,2014,8,26,1
1740,whipped/sour cream,2014,7,13,6
1108,frozen potato products,2014,6,25,2
3327,frozen potato products,2014,3,8,5
2148,citrus fruit,2014,6,12,3
1932,specialty chocolate,2014,2,6,3
1943,UHT-milk,2014,9,16,1
1416,canned beer,2014,4,3,3
1592,other vegetables,2014,11,28,4
1452,margarine,2014,5,31,5
2138,chocolate,2014,12,12,4
3482,pastry,2014,7,30,2
3499,berries,2014,6,13,4
1668,turkey,2014,7,25,4
2298,soda,2014,4,15,1
1214,syrup,2014,8,7,3
1937,whole milk,2014,4,18,4
2312,pip fruit,2014,2,14,4
2469,pet care,2014,6,17,1
4826,whole milk,2014,2,3,0
2127,pastry,2014,4,16,2
3409,grapes,2014,5,15,3
1162,misc. beverages,2014,5,4,6
4723,root vegetables,2014,8,28,3
2254,whipped/sour cream,2014,2,3,0
3684,root vegetables,2014,8,28,3
2746,bottled beer,2014,3,8,5
1275,citrus fruit,2014,10,6,0
1654,pip fruit,2014,11,26,2
4463,pip fruit,2014,8,6,2
2658,root vegetables,2014,9,28,6
3018,tropical fruit,2014,11,17,0
3934,specialty bar,2014,9,24,2
1426,bottled water,2014,3,10,0
2898,rolls/buns,2014,10,6,0
2004,tropical fruit,2014,9,5,4
2551,other vegetables,2014,11,1,5
1816,pickled vegetables,2014,8,21,3
3992,specialty bar,2014,12,4,3
1211,finished products,2014,12,12,4
3356,other vegetables,2014,6,26,3
4690,rolls/buns,2014,12,17,2
2540,misc. beverages,2014,11,11,1
1948,other vegetables,2014,4,1,1
2146,whole milk,2014,10,22,2
4406,sugar,2014,8,16,5
4769,napkins,2014,8,20,2
2371,meat,2014,7,9,2
2986,pork,2014,3,28,4
4084,fruit/vegetable juice,2014,4,23,2
2218,sausage,2014,5,13,1
4649,canned beer,2014,9,19,4
2722,root vegetables,2014,7,26,5
1259,fruit/vegetable juice,2014,6,24,1
3129,sweet spreads,2014,2,4,1
1223,packaged fruit/vegetables,2014,9,20,5
1457,root vegetables,2014,12,5,4
2987,misc. beverages,2014,4,16,2
3811,other vegetables,2014,3,23,6
3899,white bread,2014,4,22,1
3013,UHT-milk,2014,12,5,4
1456,liquor,2014,1,7,1
3616,soda,2014,8,10,6
2612,tropical fruit,2014,5,30,4
